,State,County,year,month,avg(NO2 Mean)
8696,Illinois,Saint Clair,2011,2,13.760516607142858
8697,Indiana,Marion,2011,7,10.965457516129035
8698,New York,Bronx,2011,5,16.432809870967745
8699,New York,Steuben,2011,2,3.963479214285713
8700,California,Solano,2012,7,4.780933967741936
8701,Illinois,Cook,2012,10,16.049413258064508
8702,Utah,Salt Lake,2012,1,29.983441178571436
8703,Iowa,Polk,2011,9,7.0327199999999985
8704,Iowa,Scott,2011,8,6.029704290322583
8705,Texas,Harris,2011,11,12.406472771084328
8706,New Jersey,Camden,2012,12,17.64099567741936
8707,Pennsylvania,Cambria,2012,7,5.774777806451612
8708,Pennsylvania,York,2012,11,15.385886066666664
8709,Maine,Cumberland,2011,4,8.374766066666668
8710,Rhode Island,Providence,2011,10,7.090591935483872
8711,Connecticut,Fairfield,2012,7,7.245298419354829
8712,Maryland,Prince George's,2012,8,6.270732838709674
8713,Oklahoma,Oklahoma,2012,2,7.111677241379305
8714,California,Santa Clara,2011,1,19.468851964912304
8715,Colorado,Adams,2011,10,23.603056370370403
8716,Illinois,Cook,2011,10,17.058670532258056
8717,Virginia,Hampton City,2011,4,3.3376887999999947
8718,California,Fresno,2012,11,19.36903756666668
8719,California,San Diego,2012,5,6.949760838709677
8720,California,Santa Barbara,2012,2,2.6746289080459817
8721,Florida,Orange,2012,8,4.226687709677422
8722,Pennsylvania,Philadelphia,2012,1,22.2595833870968
8723,Texas,McLennan,2012,7,1.4450489032258063
8724,California,San Bernardino,2011,10,22.852715854838717
8725,Colorado,Adams,2011,5,9.694767600000004
8726,Iowa,Scott,2011,12,9.817087050847464
8727,Pennsylvania,Allegheny,2011,9,11.986704499999998
8728,Pennsylvania,Philadelphia,2011,12,24.561649806451616
8729,Texas,El Paso,2011,1,19.59988358064515
8730,California,Riverside,2012,5,11.075684285714301
8731,Pennsylvania,Erie,2012,5,6.576388833333338
8732,Pennsylvania,Washington,2012,5,6.963293633333328
8733,Oklahoma,Tulsa,2011,5,6.011959517241381
8734,Pennsylvania,Berks,2011,3,8.099614785714286
8735,Texas,El Paso,2011,11,17.17419357692307
8736,California,Los Angeles,2012,1,30.133265441558436
8737,Colorado,Adams,2012,8,16.746190171428566
8738,New York,Bronx,2012,12,21.944028193548405
8739,Ohio,Cuyahoga,2012,5,16.116327677419324
8740,South Dakota,Minnehaha,2012,4,4.883798033333332
8741,Arizona,Maricopa,2013,2,24.55269182608693
8742,California,Humboldt,2013,11,3.2198878490565956
8743,Connecticut,New Haven,2013,5,12.735614580645162
8744,Florida,Orange,2013,5,3.224307600000002
8745,Maine,Cumberland,2013,1,13.702146032258074
8746,Texas,Dallas,2013,4,9.352100413793103
8747,Connecticut,Litchfield,2014,3,2.53359458064516
8748,Arizona,Pima,2013,8,8.839538225806452
8749,California,Contra Costa,2013,7,5.048954870967735
8750,California,Solano,2013,6,4.407536199999997
8751,Indiana,Marion,2013,10,10.692082193548387
8752,Kansas,Wyandotte,2013,2,13.546875392857155
8753,California,Contra Costa,2014,9,5.0302482444444445
8754,California,Humboldt,2014,6,0.942965083333334
8755,California,Orange,2014,5,5.364201967741935
8756,California,Solano,2014,4,5.909499333333333
8757,Virginia,Hampton City,2012,5,3.5777830714285734
8758,Arizona,Maricopa,2013,10,21.478146725806415
8759,Indiana,Marion,2013,9,9.036362749999997
8760,New Jersey,Essex,2013,3,16.010948700000004
8761,Arizona,Pima,2014,10,10.164525354838704
8762,California,San Bernardino,2014,2,19.122965178571416
8763,Hawaii,Honolulu,2014,5,3.866342705882344
8764,Kansas,Wyandotte,2014,8,10.334624612903232
8765,California,Alameda,2013,9,12.266380199999986
8766,Iowa,Scott,2013,11,7.002206724137933
8767,Kansas,Wyandotte,2013,3,13.533041483870955
8768,Pennsylvania,Erie,2013,3,6.391397935483872
8769,South Dakota,Minnehaha,2013,10,4.9538013870967745
8770,Connecticut,Hartford,2014,9,6.347501133333335
8771,Georgia,DeKalb,2014,9,5.78656752173913
8772,Maryland,Baltimore,2014,9,8.401853833333332
8773,Wyoming,Laramie,2012,2,4.923020214285713
8774,Colorado,Jackson,2013,8,1.973339354838709
8775,Maryland,Baltimore,2013,1,16.714469387096774
8776,Maryland,Prince George's,2013,9,7.4381338749999975
8777,Rhode Island,Providence,2013,8,5.2474085161290365
8778,California,Solano,2014,5,4.865468387096773
8779,Illinois,Saint Clair,2013,3,12.289329129032257
8780,Kansas,Wyandotte,2013,11,11.808015933333346
8781,Ohio,Hamilton,2013,9,12.10158723333333
8782,Pennsylvania,Allegheny,2013,2,13.297999905660378
8783,Texas,Travis,2013,5,3.910843064516129
8784,Alabama,Jefferson,2014,12,10.43260948648648
8785,Arizona,Pima,2014,6,8.449029888888893
8786,California,Fresno,2014,7,6.728840935483876
8787,California,Imperial,2013,5,9.441286806451615
8788,Hawaii,Honolulu,2013,2,2.3627088846153823
8789,South Dakota,Union,2013,11,2.837992433333334
8790,Maryland,Baltimore,2014,12,14.809718451612904
8791,Utah,Salt Lake,2012,3,14.218664741935482
8792,Louisiana,East Baton Rouge,2013,4,7.858633366666669
8793,Louisiana,East Baton Rouge,2013,12,12.69841961290323
8794,New York,Bronx,2013,11,19.88905026666666
8795,Texas,Dallas,2013,1,15.098394419354838
8796,California,Santa Barbara,2014,1,3.4499599139784896
8797,District Of Columbia,District of Columbia,2014,6,7.188813433333339
8798,Kansas,Wyandotte,2014,2,15.25782892857144
8799,California,Santa Barbara,2014,12,1.8895821413043512
8800,Wyoming,Laramie,2012,9,3.861591699999999
8801,Connecticut,Hartford,2013,5,6.7699010322580575
8802,Indiana,Marion,2013,5,8.743136864406798
8803,Maryland,Prince George's,2013,5,5.214200580645156
8804,Colorado,Adams,2014,4,13.225021249999996
8805,Arizona,Maricopa,2013,11,20.786565349999982
8806,California,Fresno,2013,7,7.090456451612903
8807,California,Humboldt,2013,4,1.0911154745762708
8808,Colorado,Denver,2013,10,23.92194616129032
8809,Maryland,Prince George's,2013,6,5.139712966666668
8810,Pennsylvania,Bucks,2013,4,5.729166633333335
8811,Virginia,Hampton City,2012,8,3.2499660645161317
8812,Delaware,New Castle,2013,5,9.73306773913044
8813,Arizona,Maricopa,2014,10,22.12795679032255
8814,California,Humboldt,2014,2,2.1867911428571434
8815,Colorado,Jackson,2014,1,1.457408530434783
8816,Illinois,Saint Clair,2014,6,9.616540366666673
8817,Pennsylvania,Allegheny,2013,8,9.598040120689655
8818,Kansas,Wyandotte,2014,6,7.230323035714291
8819,California,Imperial,2013,2,14.27638721428572
8820,Utah,Uintah,2012,4,0.5589640666666662
8821,California,Contra Costa,2013,5,5.5023801594202855
8822,California,Fresno,2013,9,9.364225833333332
8823,California,Imperial,2014,5,9.113058838709673
8824,Delaware,New Castle,2014,9,7.591599285714287
8825,Arkansas,Pulaski,2013,10,9.028455870967772
8826,Delaware,New Castle,2013,7,8.803165545454538
8827,California,Solano,2014,6,4.245806633333335
8828,Maine,Aroostook,2014,8,0.9324489354838705
8829,California,Santa Clara,2013,2,15.150333499999986
8830,California,Solano,2013,10,11.853053387096768
8831,North Carolina,Mecklenburg,2013,3,9.603641466666666
8832,Texas,El Paso,2013,9,9.211560620689658
8833,Alabama,Jefferson,2014,9,8.535685433333331
8834,Maine,Cumberland,2014,6,4.676792599999995
8835,Maryland,Baltimore,2014,7,7.295292483870973
8836,California,Riverside,2013,3,14.864623580645151
8837,New Jersey,Essex,2013,2,22.947878720000002
8838,Pennsylvania,York,2013,2,11.635869499999997
8839,Illinois,Saint Clair,2013,2,14.709744964285708
8840,Maryland,Baltimore,2013,8,8.07734925806452
8841,California,Solano,2014,3,9.048226322580648
8842,Arizona,Maricopa,2013,3,23.488983568181812
8843,New Jersey,Essex,2013,10,20.62190509677419
8844,Oklahoma,Oklahoma,2013,2,7.133754357142855
8845,Pennsylvania,Berks,2013,1,12.228571400000003
8846,Texas,McLennan,2013,12,4.3658973461538455
8847,Hawaii,Honolulu,2014,12,4.727699451612912
8848,Virginia,Henrico,2012,3,7.420833
8849,Ohio,Cuyahoga,2013,11,10.737753600000014
8850,Oklahoma,Oklahoma,2013,1,9.873475322580642
8851,South Dakota,Union,2013,3,2.5366776774193562
8852,Texas,Harris,2013,2,13.179527215189887
8853,Colorado,Denver,2014,4,16.701493733333333
8854,Arizona,Pima,2013,10,12.261235225806454
8855,California,Fresno,2013,10,17.991446096774194
8856,Florida,Orange,2013,4,3.749825
8857,Texas,Travis,2013,7,3.9727794516129045
8858,Alaska,Fairbanks North Star ,2014,12,20.98963487096774
8859,California,Fresno,2014,11,17.265595266666665
8860,California,Los Angeles,2014,11,25.605700597938174
8861,California,Solano,2014,8,3.2386704193548357
8862,Florida,Orange,2014,4,3.738672466666667
8863,Indiana,Marion,2014,9,11.370254949152521
8864,Maine,Cumberland,2014,8,5.4615624516129
8865,Colorado,Adams,2013,2,22.771253535714298
8866,Texas,Travis,2013,3,4.8824698
8867,Virginia,Alexandria City,2013,9,11.665127
8868,California,Alameda,2014,9,9.754994133333332
8869,California,Los Angeles,2013,1,28.034741682432426
8870,Kentucky,Jefferson,2013,12,14.193529290322584
8871,Virginia,Hampton City,2013,6,2.4270231052631597
8872,Virginia,Hampton City,2013,9,2.9451883
8873,Arkansas,Pulaski,2014,5,7.4322962580645155
8874,Hawaii,Honolulu,2014,7,2.191950823529414
8875,Hawaii,Honolulu,2014,9,2.7408068055555574
8876,California,Sacramento,2013,8,3.100257999999999
8877,California,Solano,2013,12,21.776335548387095
8878,Connecticut,Litchfield,2013,9,0.7270177037037042
8879,Iowa,Scott,2013,1,9.591154225806473
8880,Missouri,St. Louis City,2013,10,12.913359538461533
8881,Nevada,Washoe,2013,11,23.357192299999998
8882,Texas,El Paso,2013,5,10.149065049180342
8883,Texas,Harris,2013,9,8.662138850574735
8884,Utah,Salt Lake,2013,11,24.291667
8885,California,Imperial,2014,2,20.32869157692308
8886,Colorado,Adams,2014,8,16.843068096774193
8887,Georgia,DeKalb,2014,7,7.887777419354836
8888,Maryland,Baltimore,2014,1,16.81111132258064
8889,Maine,Aroostook,2013,6,0.9759934000000005
8890,California,San Bernardino,2013,4,12.11396203361345
8891,Virginia,Henrico,2013,1,13.11782796774193
8892,Kansas,Wyandotte,2014,7,8.287045374999995
8893,California,San Diego,2013,1,20.64150919354838
8894,District Of Columbia,District of Columbia,2013,4,10.294746735849062
8895,Georgia,DeKalb,2013,12,13.016949428571431
8896,California,Santa Clara,2014,2,13.589207964285716
8897,New York,Queens,2013,12,25.089049290322563
8898,Alaska,Fairbanks North Star ,2014,8,3.3007420645161285
8899,California,Imperial,2014,6,8.037547133333334
8900,California,San Bernardino,2014,9,16.29171086666666
8901,California,Solano,2014,12,11.579064709677413
8902,Indiana,Marion,2014,6,6.14699888461539
8903,Virginia,Henrico,2012,5,6.1654952258064535
8904,Connecticut,Litchfield,2013,10,1.5234254516129038
8905,Oregon,Multnomah,2013,9,8.521739176470586
8906,Pennsylvania,Erie,2013,1,6.269585258064507
8907,California,Alameda,2014,12,16.778705870967748
8908,California,Contra Costa,2014,7,4.280942709677416
8909,California,Solano,2014,2,10.530507142857147
8910,California,Santa Barbara,2013,12,3.8543378064516087
8911,California,Los Angeles,2013,11,26.48743177083331
8912,California,Riverside,2013,2,16.491348607142857
8913,Delaware,New Castle,2013,2,14.641968999999994
8914,Arizona,Pima,2014,12,15.846207258064515
8915,California,San Bernardino,2014,8,15.051328935483864
8916,California,Santa Barbara,2014,7,0.34120361290322476
8917,California,Santa Clara,2014,4,9.547727199999997
8918,District Of Columbia,District of Columbia,2014,2,17.291797560975606
8919,Illinois,Cook,2014,7,4.608734470588236
8920,Maryland,Garrett,2014,3,4.071647636363639
8921,Utah,Uintah,2012,11,1.2194444666666675
8922,California,Imperial,2013,10,13.544410269230788
8923,North Carolina,Mecklenburg,2013,4,6.605187166666662
8924,Pennsylvania,Berks,2013,8,5.309261999999995
8925,Pennsylvania,Erie,2013,9,5.376773021276595
8926,Rhode Island,Providence,2013,4,5.3815201666666646
8927,Texas,Dallas,2013,7,8.401896387096786
8928,Maine,Cumberland,2014,10,5.324026000000002
8929,Colorado,Adams,2013,1,27.238169366666682
8930,Colorado,Denver,2013,7,19.021559967741936
8931,Iowa,Scott,2013,5,6.236751838709671
8932,Maine,Cumberland,2013,4,6.738981611111106
8933,Texas,McLennan,2013,3,2.0741130645161268
8934,Virginia,Alexandria City,2013,8,9.224363275862062
8935,Florida,Orange,2014,3,4.3123271612903205
8936,Hawaii,Honolulu,2014,10,3.837168774193549
8937,Illinois,Saint Clair,2014,3,12.263440903225804
8938,Wyoming,Laramie,2012,5,2.315649387096778
8939,California,San Diego,2013,12,20.57111822580645
8940,Georgia,DeKalb,2013,5,7.60790564516129
8941,Kansas,Wyandotte,2013,9,10.556503566666665
8942,Maine,Aroostook,2013,2,3.341725964285714
8943,Maryland,Baltimore,2013,12,18.847599806451612
8944,Nevada,Washoe,2013,1,28.525364774193577
8945,Texas,El Paso,2013,1,17.351080409836054
8946,California,Humboldt,2014,1,3.8193693548387087
8947,Virginia,Hampton City,2012,7,3.1588650967741914
8948,Arkansas,Pulaski,2013,6,7.381769799999989
8949,California,Humboldt,2013,5,1.2105099677419364
8950,California,Santa Clara,2013,9,7.457370649999999
8951,Connecticut,New Haven,2013,9,10.998757733333324
8952,District Of Columbia,District of Columbia,2013,12,16.086552779999998
8953,Florida,Orange,2013,3,6.202902517241378
8954,Maryland,Baltimore,2013,9,9.246799033333332
8955,Ohio,Cuyahoga,2013,8,12.517671741935494
8956,Pennsylvania,Erie,2013,5,5.350806483870971
8957,Virginia,Roanoke,2013,5,2.3604165000000004
8958,Wyoming,Laramie,2013,10,4.180872762711866
8959,Alabama,Jefferson,2014,11,9.89089656666666
8960,Arizona,Pima,2014,2,15.029103119999995
8961,Arizona,Pima,2014,3,9.47469561290323
8962,California,Riverside,2014,11,18.939830800000028
8963,Utah,Uintah,2012,2,0.05855417391304361
8964,Wyoming,Sweetwater,2012,6,2.935560566666666
8965,California,Solano,2013,5,4.725653419354843
8966,Connecticut,Litchfield,2013,1,3.006077580645163
8967,Connecticut,New Haven,2013,12,21.70077667741937
8968,North Dakota,Cass,2013,12,7.246689774193549
8969,Texas,Harris,2013,10,12.623878279569908
8970,Florida,Orange,2014,5,3.3281743870967704
8971,Louisiana,East Baton Rouge,2013,7,7.0431067741935545
8972,Maryland,Baltimore,2013,5,7.684400645161292
8973,Nevada,Washoe,2013,6,8.62198847826086
8974,New York,Queens,2013,5,17.54333458064517
8975,Texas,Dallas,2013,6,8.547670333333333
8976,California,Alameda,2014,10,17.928892000000012
8977,Louisiana,East Baton Rouge,2013,9,8.315325666666663
8978,Massachusetts,Suffolk,2013,6,12.94870923333333
8979,North Carolina,Mecklenburg,2013,6,4.7655228260869595
8980,California,Sacramento,2014,8,2.335166193548389
8981,Connecticut,Litchfield,2014,6,1.3132380689655174
8982,Connecticut,New Haven,2014,8,7.489597999999995
8983,Pennsylvania,Washington,2013,3,6.637426859649121
8984,Colorado,Denver,2014,6,17.51640066666668
8985,California,Santa Barbara,2013,11,2.6670137333333317
8986,California,Los Angeles,2013,6,11.36482970857142
8987,Connecticut,Hartford,2013,4,6.570357821428566
8988,Hawaii,Honolulu,2013,3,3.11030961538461
8989,Iowa,Scott,2013,2,8.920355178571443
8990,Maine,Cumberland,2013,3,6.891178096774194
8991,New Jersey,Camden,2013,1,16.866865774193542
8992,Oklahoma,Oklahoma,2013,12,10.628836806451606
8993,Pennsylvania,Cambria,2013,2,11.16907888235295
8994,Pennsylvania,Cambria,2013,8,5.416107419354839
8995,Utah,Salt Lake,2013,10,17.424731161290328
8996,Colorado,Denver,2014,8,17.432632033333324
8997,Kentucky,Jefferson,2014,10,10.165530290322579
8998,New York,Bronx,2013,6,14.601813666666676
8999,California,Sacramento,2014,7,2.7281770689655165
9000,California,Los Angeles,2013,12,30.951969669064685
9001,Texas,Travis,2013,4,4.361943035714285
9002,California,Contra Costa,2014,4,5.617149744444446
9003,California,Orange,2014,9,6.6948780666666705
9004,Maryland,Baltimore,2014,3,14.969273645161282
9005,Colorado,Denver,2013,8,22.10096261290324
9006,Pennsylvania,Berks,2013,4,5.509453233333329
9007,Arizona,Maricopa,2014,2,25.26993855357145
9008,California,Alameda,2014,1,29.070572193548372
9009,California,Sacramento,2014,12,5.955661883333333
9010,Maine,Aroostook,2013,5,1.181774161290323
9011,Utah,Salt Lake,2012,7,8.060204516129035
9012,Arizona,Pima,2013,2,16.950590000000002
9013,California,San Diego,2013,8,9.88765544
9014,New Jersey,Essex,2013,4,19.60851149999999
9015,Rhode Island,Providence,2013,6,4.389029933333333
9016,Virginia,Alexandria City,2013,3,9.870833
9017,Colorado,Adams,2014,2,20.48835746428572
9018,California,Contra Costa,2013,1,14.440315580645173
9019,California,Riverside,2013,5,5.803891000000004
9020,California,Santa Clara,2013,4,8.027494999999991
9021,Colorado,Jackson,2013,9,1.7295520000000004
9022,Georgia,DeKalb,2013,11,10.822702814814827
9023,Oregon,Multnomah,2013,5,6.957915655172412
9024,Maine,Aroostook,2013,12,3.578750322580645
9025,Virginia,Alexandria City,2012,4,10.872356900000002
9026,Delaware,New Castle,2013,4,11.569108611111119
9027,New Jersey,Camden,2013,11,13.622246366666667
9028,New York,Bronx,2013,12,25.3089687037037
9029,Pennsylvania,Bucks,2013,11,8.991379379310345
9030,Colorado,Jackson,2014,6,0.7298040999999997
9031,Utah,Salt Lake,2012,6,8.762708566666667
9032,Arkansas,Pulaski,2013,12,12.229680903225862
9033,Colorado,Denver,2013,5,16.850156500000004
9034,Hawaii,Honolulu,2013,7,2.392498052631578
9035,Louisiana,East Baton Rouge,2013,6,8.460104519999996
9036,Maryland,Prince George's,2013,8,4.6779116000000025
9037,North Dakota,Cass,2013,1,5.9585524444444395
9038,Ohio,Hamilton,2013,6,9.011111133333339
9039,Pennsylvania,Philadelphia,2013,6,13.209167900000004
9040,Texas,Travis,2013,6,3.4469778666666695
9041,Texas,Travis,2013,12,8.438490548387099
9042,Arkansas,Pulaski,2014,4,7.770670266666704
9043,Connecticut,New Haven,2014,12,13.357889225806451
9044,California,Los Angeles,2013,4,14.193713212543527
9045,Connecticut,Hartford,2013,7,5.830607964285724
9046,Connecticut,Litchfield,2013,8,0.8090395806451616
9047,Hawaii,Honolulu,2013,4,3.3329411860465146
9048,California,Santa Barbara,2014,8,0.45726546236559074
9049,Delaware,New Castle,2014,8,8.327273
9050,Illinois,Cook,2014,3,12.520061703703707
9051,California,Los Angeles,2013,2,23.431522342857193
9052,Colorado,Jackson,2013,6,1.1096178999999993
9053,Connecticut,Hartford,2013,8,6.415011387096773
9054,Kansas,Wyandotte,2013,7,8.041254375000003
9055,New York,Bronx,2013,8,15.858510903225792
9056,Wyoming,Laramie,2013,11,4.9637402
9057,California,Contra Costa,2014,6,4.525938755555559
9058,Colorado,Denver,2014,12,33.18470971666674
9059,Connecticut,Litchfield,2014,12,2.537033857142857
9060,Maryland,Garrett,2014,10,2.0909509999999996
9061,Maine,Aroostook,2014,6,0.9458479666666672
9062,Virginia,Henrico,2012,4,8.057379733333342
9063,Colorado,Adams,2013,9,13.568095466666684
9064,Pennsylvania,York,2013,11,12.198611199999997
9065,Texas,Dallas,2013,10,12.14746567741935
9066,Texas,El Paso,2013,6,9.686997636363625
9067,Virginia,Hampton City,2013,4,2.9037502
9068,Arizona,Maricopa,2014,1,28.671592693548362
9069,Arkansas,Pulaski,2014,1,10.916019032258042
9070,California,Fresno,2013,6,5.370402928571432
9071,Louisiana,East Baton Rouge,2013,1,11.749686548387103
9072,New Jersey,Camden,2013,8,10.93049158064516
9073,North Carolina,Mecklenburg,2013,10,9.840138580645158
9074,Utah,Salt Lake,2013,5,8.570834032258063
9075,California,Orange,2014,2,14.548994785714276
9076,California,San Diego,2014,11,16.30530493333333
9077,District Of Columbia,District of Columbia,2014,3,15.329380963636368
9078,California,San Diego,2013,10,12.816303387096776
9079,Georgia,DeKalb,2013,7,5.8823511071428545
9080,Kansas,Wyandotte,2013,1,15.052378129032267
